year: 2007,,,,,,,,,,,,
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
ConfChamp,Sun,20-Jan,boxscore,New York Giants,@,Green Bay Packers,23,20,377,1,264,2
ConfChamp,Sun,20-Jan,boxscore,New England Patriots,,San Diego Chargers,21,12,347,3,311,2
SuperBowl,Sun,3-Feb,boxscore,New York Giants,N,New England Patriots,17,14,338,1,274,1
,,,,,,,,,,,,
year: 2013,,,,,,,,,,,,
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
1,Thu,5-Sep,boxscore,Denver Broncos,,Baltimore Ravens,49,27,510,2,393,2
1,Sun,8-Sep,boxscore,New York Jets,,Tampa Bay Buccaneers,18,17,304,2,250,2
1,Sun,8-Sep,boxscore,New England Patriots,@,Buffalo Bills,23,21,431,3,286,2
1,Sun,8-Sep,boxscore,St. Louis Rams,,Arizona Cardinals,27,24,366,2,390,2
1,Sun,8-Sep,boxscore,Seattle Seahawks,@,Carolina Panthers,12,7,370,1,253,2
1,Sun,8-Sep,boxscore,Detroit Lions,,Minnesota Vikings,34,24,469,2,330,4
1,Sun,8-Sep,boxscore,Chicago Bears,,Cincinnati Bengals,24,21,323,1,340,3
1,Sun,8-Sep,boxscore,Kansas City Chiefs,@,Jacksonville Jaguars,28,2,292,0,178,2
1,Sun,8-Sep,boxscore,Dallas Cowboys,,New York Giants,36,31,331,1,478,6
1,Sun,8-Sep,boxscore,Tennessee Titans,@,Pittsburgh Steelers,16,9,229,0,194,2
1,Sun,8-Sep,boxscore,Miami Dolphins,@,Cleveland Browns,23,10,275,1,291,3
1,Sun,8-Sep,boxscore,San Francisco 49ers,,Green Bay Packers,34,28,494,0,385,2
1,Sun,8-Sep,boxscore,Indianapolis Colts,,Oakland Raiders,21,17,274,0,372,2
1,Sun,8-Sep,boxscore,New Orleans Saints,,Atlanta Falcons,23,17,419,1,367,2
1,Mon,9-Sep,boxscore,Philadelphia Eagles,@,Washington Redskins,33,27,443,2,382,3
1,Mon,9-Sep,boxscore,Houston Texans,@,San Diego Chargers,31,28,449,1,263,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
2,Thu,12-Sep,boxscore,New England Patriots,,New York Jets,13,10,232,0,318,4
2,Sun,15-Sep,boxscore,Kansas City Chiefs,,Dallas Cowboys,17,16,313,0,318,2
2,Sun,15-Sep,boxscore,San Diego Chargers,@,Philadelphia Eagles,33,30,539,2,522,0
2,Sun,15-Sep,boxscore,Seattle Seahawks,,San Francisco 49ers,29,3,290,1,207,5
2,Sun,15-Sep,boxscore,Baltimore Ravens,,Cleveland Browns,14,6,296,1,259,0
2,Sun,15-Sep,boxscore,Chicago Bears,,Minnesota Vikings,31,30,411,4,350,3
2,Sun,15-Sep,boxscore,Oakland Raiders,,Jacksonville Jaguars,19,9,340,1,248,0
2,Sun,15-Sep,boxscore,Atlanta Falcons,,St. Louis Rams,31,24,393,0,421,1
2,Sun,15-Sep,boxscore,Arizona Cardinals,,Detroit Lions,25,21,348,1,322,1
2,Sun,15-Sep,boxscore,Houston Texans,,Tennessee Titans,30,24,452,2,248,0
2,Sun,15-Sep,boxscore,Green Bay Packers,,Washington Redskins,38,20,580,1,422,1
2,Sun,15-Sep,boxscore,Miami Dolphins,@,Indianapolis Colts,24,20,398,1,448,1
2,Sun,15-Sep,boxscore,New Orleans Saints,@,Tampa Bay Buccaneers,16,14,371,2,273,2
2,Sun,15-Sep,boxscore,Denver Broncos,@,New York Giants,41,23,414,1,376,4
2,Sun,15-Sep,boxscore,Buffalo Bills,,Carolina Panthers,24,23,436,2,308,1
2,Mon,16-Sep,boxscore,Cincinnati Bengals,,Pittsburgh Steelers,20,10,407,0,278,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
3,Thu,19-Sep,boxscore,Kansas City Chiefs,@,Philadelphia Eagles,26,16,394,0,431,5
3,Sun,22-Sep,boxscore,Tennessee Titans,,San Diego Chargers,20,17,452,0,277,1
3,Sun,22-Sep,boxscore,Indianapolis Colts,@,San Francisco 49ers,27,7,336,0,254,2
3,Sun,22-Sep,boxscore,Cleveland Browns,@,Minnesota Vikings,31,27,409,4,329,3
3,Sun,22-Sep,boxscore,Cincinnati Bengals,,Green Bay Packers,34,30,297,4,399,4
3,Sun,22-Sep,boxscore,New England Patriots,,Tampa Bay Buccaneers,23,3,358,1,323,1
3,Sun,22-Sep,boxscore,Chicago Bears,@,Pittsburgh Steelers,40,23,258,0,459,5
3,Sun,22-Sep,boxscore,Seattle Seahawks,,Jacksonville Jaguars,45,17,479,2,265,3
3,Sun,22-Sep,boxscore,Carolina Panthers,,New York Giants,38,0,402,2,150,3
3,Sun,22-Sep,boxscore,New Orleans Saints,,Arizona Cardinals,31,7,423,1,247,2
3,Sun,22-Sep,boxscore,Miami Dolphins,,Atlanta Falcons,27,23,285,2,377,2
3,Sun,22-Sep,boxscore,Detroit Lions,@,Washington Redskins,27,20,441,1,420,2
3,Sun,22-Sep,boxscore,Dallas Cowboys,,St. Louis Rams,31,7,396,1,232,1
3,Sun,22-Sep,boxscore,Baltimore Ravens,,Houston Texans,30,9,236,0,264,1
3,Sun,22-Sep,boxscore,New York Jets,,Buffalo Bills,27,20,513,2,328,0
3,Mon,23-Sep,boxscore,Denver Broncos,,Oakland Raiders,37,21,536,2,342,0
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
4,Thu,26-Sep,boxscore,San Francisco 49ers,@,St. Louis Rams,35,11,370,2,188,2
4,Sun,29-Sep,boxscore,Kansas City Chiefs,,New York Giants,31,7,390,3,298,3
4,Sun,29-Sep,boxscore,Washington Redskins,@,Oakland Raiders,24,14,339,1,298,3
4,Sun,29-Sep,boxscore,Denver Broncos,,Philadelphia Eagles,52,20,472,0,450,0
4,Sun,29-Sep,boxscore,Buffalo Bills,,Baltimore Ravens,23,20,350,3,345,5
4,Sun,29-Sep,boxscore,Cleveland Browns,,Cincinnati Bengals,17,6,336,0,266,2
4,Sun,29-Sep,boxscore,Minnesota Vikings,,Pittsburgh Steelers,34,27,393,0,434,2
4,Sun,29-Sep,boxscore,Seattle Seahawks,@,Houston Texans,23,20,270,2,476,3
4,Sun,29-Sep,boxscore,Indianapolis Colts,@,Jacksonville Jaguars,37,3,437,1,205,3
4,Sun,29-Sep,boxscore,Detroit Lions,,Chicago Bears,40,32,387,3,417,4
4,Sun,29-Sep,boxscore,New England Patriots,@,Atlanta Falcons,30,23,448,0,457,1
4,Sun,29-Sep,boxscore,San Diego Chargers,,Dallas Cowboys,30,21,506,1,319,1
4,Sun,29-Sep,boxscore,Arizona Cardinals,@,Tampa Bay Buccaneers,13,10,296,3,253,3
4,Sun,29-Sep,boxscore,Tennessee Titans,,New York Jets,38,13,322,0,330,4
4,Mon,30-Sep,boxscore,New Orleans Saints,,Miami Dolphins,38,17,465,1,331,4
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
5,Thu,3-Oct,boxscore,Cleveland Browns,,Buffalo Bills,37,24,290,0,343,1
5,Sun,6-Oct,boxscore,Arizona Cardinals,,Carolina Panthers,22,6,250,3,353,4
5,Sun,6-Oct,boxscore,Green Bay Packers,,Detroit Lions,22,9,449,0,286,0
5,Sun,6-Oct,boxscore,Indianapolis Colts,,Seattle Seahawks,34,28,317,2,423,2
5,Sun,6-Oct,boxscore,Kansas City Chiefs,@,Tennessee Titans,26,17,353,2,339,3
5,Sun,6-Oct,boxscore,Baltimore Ravens,@,Miami Dolphins,26,23,384,2,294,0
5,Sun,6-Oct,boxscore,San Francisco 49ers,,Houston Texans,34,3,284,0,313,4
5,Sun,6-Oct,boxscore,New Orleans Saints,@,Chicago Bears,26,18,347,0,434,1
5,Sun,6-Oct,boxscore,Oakland Raiders,,San Diego Chargers,27,17,299,0,427,5
5,Sun,6-Oct,boxscore,Philadelphia Eagles,@,New York Giants,36,21,439,0,383,4
5,Sun,6-Oct,boxscore,St. Louis Rams,,Jacksonville Jaguars,34,20,351,0,363,3
5,Sun,6-Oct,boxscore,Cincinnati Bengals,,New England Patriots,13,6,341,2,248,2
5,Sun,6-Oct,boxscore,Denver Broncos,@,Dallas Cowboys,51,48,517,2,522,2
5,Mon,7-Oct,boxscore,New York Jets,@,Atlanta Falcons,30,28,288,0,363,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
6,Thu,10-Oct,boxscore,Chicago Bears,,New York Giants,27,21,372,0,355,3
6,Sun,13-Oct,boxscore,Carolina Panthers,@,Minnesota Vikings,35,10,367,0,290,2
6,Sun,13-Oct,boxscore,Green Bay Packers,@,Baltimore Ravens,19,17,438,2,360,1
6,Sun,13-Oct,boxscore,St. Louis Rams,@,Houston Texans,38,13,216,0,420,4
6,Sun,13-Oct,boxscore,Kansas City Chiefs,,Oakland Raiders,24,7,216,1,274,3
6,Sun,13-Oct,boxscore,Dallas Cowboys,,Washington Redskins,31,16,213,1,433,2
6,Sun,13-Oct,boxscore,Denver Broncos,,Jacksonville Jaguars,35,19,407,3,362,2
6,Sun,13-Oct,boxscore,Cincinnati Bengals,@,Buffalo Bills,27,24,483,1,322,1
6,Sun,13-Oct,boxscore,Philadelphia Eagles,@,Tampa Bay Buccaneers,31,20,425,1,351,1
6,Sun,13-Oct,boxscore,Pittsburgh Steelers,@,New York Jets,19,6,328,0,267,2
6,Sun,13-Oct,boxscore,Detroit Lions,@,Cleveland Browns,31,17,366,1,395,2
6,Sun,13-Oct,boxscore,Seattle Seahawks,,Tennessee Titans,20,13,404,2,223,2
6,Sun,13-Oct,boxscore,San Francisco 49ers,,Arizona Cardinals,32,20,387,2,403,4
6,Sun,13-Oct,boxscore,New England Patriots,,New Orleans Saints,30,27,376,1,361,2
6,Mon,14-Oct,boxscore,San Diego Chargers,,Indianapolis Colts,19,9,374,0,267,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
7,Thu,17-Oct,boxscore,Seattle Seahawks,@,Arizona Cardinals,34,22,344,2,234,2
7,Sun,20-Oct,boxscore,Carolina Panthers,,St. Louis Rams,30,15,282,0,317,3
7,Sun,20-Oct,boxscore,Atlanta Falcons,,Tampa Bay Buccaneers,31,23,291,1,337,1
7,Sun,20-Oct,boxscore,Pittsburgh Steelers,,Baltimore Ravens,19,16,286,1,287,0
7,Sun,20-Oct,boxscore,San Francisco 49ers,@,Tennessee Titans,31,17,349,0,368,2
7,Sun,20-Oct,boxscore,Buffalo Bills,@,Miami Dolphins,23,21,268,1,293,3
7,Sun,20-Oct,boxscore,New York Jets,,New England Patriots,30,27,383,1,295,1
7,Sun,20-Oct,boxscore,Cincinnati Bengals,@,Detroit Lions,27,24,421,0,434,0
7,Sun,20-Oct,boxscore,San Diego Chargers,@,Jacksonville Jaguars,24,6,434,0,353,1
7,Sun,20-Oct,boxscore,Kansas City Chiefs,,Houston Texans,17,16,357,2,294,1
7,Sun,20-Oct,boxscore,Washington Redskins,,Chicago Bears,45,41,499,1,359,1
7,Sun,20-Oct,boxscore,Green Bay Packers,,Cleveland Browns,31,13,357,0,216,1
7,Sun,20-Oct,boxscore,Indianapolis Colts,,Denver Broncos,39,33,334,1,429,3
7,Sun,20-Oct,boxscore,Dallas Cowboys,@,Philadelphia Eagles,17,3,368,2,278,3
7,Mon,21-Oct,boxscore,New York Giants,,Minnesota Vikings,23,7,257,1,206,3
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
8,Thu,24-Oct,boxscore,Carolina Panthers,@,Tampa Bay Buccaneers,31,13,324,0,297,1
8,Sun,27-Oct,boxscore,New England Patriots,,Miami Dolphins,27,17,252,1,301,3
8,Sun,27-Oct,boxscore,Arizona Cardinals,,Atlanta Falcons,27,13,348,1,292,4
8,Sun,27-Oct,boxscore,Green Bay Packers,@,Minnesota Vikings,44,31,464,0,243,0
8,Sun,27-Oct,boxscore,Oakland Raiders,,Pittsburgh Steelers,21,18,279,3,276,2
8,Sun,27-Oct,boxscore,Detroit Lions,,Dallas Cowboys,31,30,623,4,268,0
8,Sun,27-Oct,boxscore,Cincinnati Bengals,,New York Jets,49,9,402,1,240,2
8,Sun,27-Oct,boxscore,New York Giants,@,Philadelphia Eagles,15,7,325,1,200,3
8,Sun,27-Oct,boxscore,New Orleans Saints,,Buffalo Bills,35,17,386,0,299,3
8,Sun,27-Oct,boxscore,San Francisco 49ers,@,Jacksonville Jaguars,42,10,398,1,318,1
8,Sun,27-Oct,boxscore,Denver Broncos,,Washington Redskins,45,21,446,4,266,5
8,Sun,27-Oct,boxscore,Kansas City Chiefs,,Cleveland Browns,23,17,331,0,340,1
8,Mon,28-Oct,boxscore,Seattle Seahawks,@,St. Louis Rams,14,9,135,0,339,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
9,Thu,31-Oct,boxscore,Miami Dolphins,,Cincinnati Bengals,22,20,345,1,465,4
9,Sun,3-Nov,boxscore,Tennessee Titans,@,St. Louis Rams,28,21,363,2,363,2
9,Sun,3-Nov,boxscore,Indianapolis Colts,@,Houston Texans,27,24,314,0,483,0
9,Sun,3-Nov,boxscore,Washington Redskins,,San Diego Chargers,30,24,500,1,410,2
9,Sun,3-Nov,boxscore,New York Jets,,New Orleans Saints,26,20,338,0,407,2
9,Sun,3-Nov,boxscore,Carolina Panthers,,Atlanta Falcons,34,10,373,2,289,4
9,Sun,3-Nov,boxscore,Kansas City Chiefs,@,Buffalo Bills,23,13,210,0,470,3
9,Sun,3-Nov,boxscore,Seattle Seahawks,,Tampa Bay Buccaneers,27,24,415,3,350,0
9,Sun,3-Nov,boxscore,New England Patriots,,Pittsburgh Steelers,55,31,610,1,479,3
9,Sun,3-Nov,boxscore,Cleveland Browns,,Baltimore Ravens,24,18,315,1,278,2
9,Sun,3-Nov,boxscore,Dallas Cowboys,,Minnesota Vikings,27,23,350,1,393,2
9,Sun,3-Nov,boxscore,Philadelphia Eagles,@,Oakland Raiders,49,20,542,0,560,2
9,Mon,4-Nov,boxscore,Chicago Bears,@,Green Bay Packers,27,20,442,0,312,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
10,Thu,7-Nov,boxscore,Minnesota Vikings,,Washington Redskins,34,27,307,1,433,0
10,Sun,10-Nov,boxscore,Carolina Panthers,@,San Francisco 49ers,10,9,250,2,151,2
10,Sun,10-Nov,boxscore,St. Louis Rams,@,Indianapolis Colts,38,8,372,1,406,5
10,Sun,10-Nov,boxscore,Seattle Seahawks,@,Atlanta Falcons,33,10,490,0,226,1
10,Sun,10-Nov,boxscore,Jacksonville Jaguars,@,Tennessee Titans,29,27,214,2,362,4
10,Sun,10-Nov,boxscore,Denver Broncos,@,San Diego Chargers,28,20,397,1,329,0
10,Sun,10-Nov,boxscore,New York Giants,,Oakland Raiders,24,20,251,3,213,2
10,Sun,10-Nov,boxscore,Detroit Lions,@,Chicago Bears,21,19,364,1,338,1
10,Sun,10-Nov,boxscore,Philadelphia Eagles,@,Green Bay Packers,27,13,415,1,396,2
10,Sun,10-Nov,boxscore,Arizona Cardinals,,Houston Texans,27,24,332,3,235,1
10,Sun,10-Nov,boxscore,Baltimore Ravens,,Cincinnati Bengals,20,17,189,3,364,3
10,Sun,10-Nov,boxscore,Pittsburgh Steelers,,Buffalo Bills,23,10,300,1,227,1
10,Sun,10-Nov,boxscore,New Orleans Saints,,Dallas Cowboys,49,17,625,1,193,0
10,Mon,11-Nov,boxscore,Tampa Bay Buccaneers,,Miami Dolphins,22,19,264,1,213,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
11,Thu,14-Nov,boxscore,Indianapolis Colts,@,Tennessee Titans,30,27,366,0,340,1
11,Sun,17-Nov,boxscore,New Orleans Saints,,San Francisco 49ers,23,20,387,3,196,1
11,Sun,17-Nov,boxscore,Seattle Seahawks,,Minnesota Vikings,41,20,323,0,336,4
11,Sun,17-Nov,boxscore,Denver Broncos,,Kansas City Chiefs,27,17,427,1,344,1
11,Sun,17-Nov,boxscore,Oakland Raiders,@,Houston Texans,28,23,341,0,394,2
11,Sun,17-Nov,boxscore,New York Giants,,Green Bay Packers,27,13,334,1,394,3
11,Sun,17-Nov,boxscore,Miami Dolphins,,San Diego Chargers,20,16,343,1,435,1
11,Sun,17-Nov,boxscore,Arizona Cardinals,@,Jacksonville Jaguars,27,14,416,0,274,2
11,Sun,17-Nov,boxscore,Chicago Bears,,Baltimore Ravens,23,20,319,0,317,2
11,Sun,17-Nov,boxscore,Tampa Bay Buccaneers,,Atlanta Falcons,41,28,410,0,420,3
11,Sun,17-Nov,boxscore,Pittsburgh Steelers,,Detroit Lions,37,27,398,0,451,3
11,Sun,17-Nov,boxscore,Buffalo Bills,,New York Jets,37,14,313,0,267,4
11,Sun,17-Nov,boxscore,Philadelphia Eagles,,Washington Redskins,24,16,402,0,427,2
11,Sun,17-Nov,boxscore,Cincinnati Bengals,,Cleveland Browns,41,20,224,2,330,4
11,Mon,18-Nov,boxscore,Carolina Panthers,,New England Patriots,24,20,300,0,390,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
12,Thu,21-Nov,boxscore,New Orleans Saints,@,Atlanta Falcons,17,13,374,0,355,1
12,Sun,24-Nov,boxscore,San Diego Chargers,@,Kansas City Chiefs,41,38,491,0,395,2
12,Sun,24-Nov,boxscore,Pittsburgh Steelers,@,Cleveland Browns,27,11,302,0,367,4
12,Sun,24-Nov,boxscore,Arizona Cardinals,,Indianapolis Colts,40,11,410,0,239,1
12,Sun,24-Nov,boxscore,Baltimore Ravens,,New York Jets,19,3,312,1,220,3
12,Sun,24-Nov,boxscore,New England Patriots,,Denver Broncos,34,31,440,3,412,4
12,Sun,24-Nov,boxscore,Tennessee Titans,@,Oakland Raiders,23,19,426,0,353,2
12,Sun,24-Nov,boxscore,Carolina Panthers,@,Miami Dolphins,20,16,295,1,332,1
12,Sun,24-Nov,boxscore,St. Louis Rams,,Chicago Bears,42,21,406,0,424,3
12,Sun,24-Nov,boxscore,Minnesota Vikings,@,Green Bay Packers,26,26,447,1,494,0
12,Sun,24-Nov,boxscore,Jacksonville Jaguars,@,Houston Texans,13,6,333,0,218,1
12,Sun,24-Nov,boxscore,Tampa Bay Buccaneers,@,Detroit Lions,24,21,229,0,390,5
12,Sun,24-Nov,boxscore,Dallas Cowboys,@,New York Giants,24,21,311,1,356,1
12,Mon,25-Nov,boxscore,San Francisco 49ers,@,Washington Redskins,27,6,304,1,190,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
13,Thu,28-Nov,boxscore,Dallas Cowboys,,Oakland Raiders,31,24,352,1,305,2
13,Thu,28-Nov,boxscore,Baltimore Ravens,,Pittsburgh Steelers,22,20,311,0,329,0
13,Thu,28-Nov,boxscore,Detroit Lions,,Green Bay Packers,40,10,561,4,126,3
13,Sun,1-Dec,boxscore,Carolina Panthers,,Tampa Bay Buccaneers,27,6,426,2,206,2
13,Sun,1-Dec,boxscore,Jacksonville Jaguars,@,Cleveland Browns,32,28,314,1,439,3
13,Sun,1-Dec,boxscore,Miami Dolphins,@,New York Jets,23,3,453,1,177,3
13,Sun,1-Dec,boxscore,New York Giants,@,Washington Redskins,24,17,286,1,323,1
13,Sun,1-Dec,boxscore,Minnesota Vikings,,Chicago Bears,23,20,496,1,480,1
13,Sun,1-Dec,boxscore,Denver Broncos,@,Kansas City Chiefs,35,28,535,2,452,1
13,Sun,1-Dec,boxscore,Cincinnati Bengals,@,San Diego Chargers,17,10,354,2,334,3
13,Sun,1-Dec,boxscore,Indianapolis Colts,,Tennessee Titans,22,14,264,1,347,4
13,Sun,1-Dec,boxscore,San Francisco 49ers,,St. Louis Rams,23,13,338,1,312,1
13,Sun,1-Dec,boxscore,Atlanta Falcons,@,Buffalo Bills,34,31,423,1,405,2
13,Sun,1-Dec,boxscore,New England Patriots,@,Houston Texans,34,31,453,1,385,1
13,Sun,1-Dec,boxscore,Philadelphia Eagles,,Arizona Cardinals,24,21,307,0,350,3
13,Mon,2-Dec,boxscore,Seattle Seahawks,,New Orleans Saints,34,7,429,0,188,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
14,Thu,5-Dec,boxscore,Jacksonville Jaguars,,Houston Texans,27,20,281,0,406,2
14,Sun,8-Dec,boxscore,San Diego Chargers,,New York Giants,37,14,388,1,333,3
14,Sun,8-Dec,boxscore,Miami Dolphins,@,Pittsburgh Steelers,34,28,367,1,412,1
14,Sun,8-Dec,boxscore,San Francisco 49ers,,Seattle Seahawks,19,17,318,1,264,1
14,Sun,8-Dec,boxscore,Baltimore Ravens,,Minnesota Vikings,29,26,325,3,379,1
14,Sun,8-Dec,boxscore,Cincinnati Bengals,,Indianapolis Colts,42,28,430,0,389,0
14,Sun,8-Dec,boxscore,Philadelphia Eagles,,Detroit Lions,34,20,478,1,231,3
14,Sun,8-Dec,boxscore,Kansas City Chiefs,@,Washington Redskins,45,10,346,1,257,2
14,Sun,8-Dec,boxscore,New England Patriots,,Cleveland Browns,27,26,484,2,494,0
14,Sun,8-Dec,boxscore,Denver Broncos,,Tennessee Titans,51,28,551,0,254,2
14,Sun,8-Dec,boxscore,Tampa Bay Buccaneers,,Buffalo Bills,27,6,246,2,214,5
14,Sun,8-Dec,boxscore,New Orleans Saints,,Carolina Panthers,31,13,373,0,239,0
14,Sun,8-Dec,boxscore,New York Jets,,Oakland Raiders,37,27,352,1,383,1
14,Sun,8-Dec,boxscore,Arizona Cardinals,,St. Louis Rams,30,10,369,1,257,2
14,Sun,8-Dec,boxscore,Green Bay Packers,,Atlanta Falcons,22,21,334,2,285,2
14,Mon,9-Dec,boxscore,Chicago Bears,,Dallas Cowboys,45,28,490,0,328,0
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
15,Thu,12-Dec,boxscore,San Diego Chargers,@,Denver Broncos,27,20,337,0,295,1
15,Sun,15-Dec,boxscore,St. Louis Rams,,New Orleans Saints,27,16,302,0,432,3
15,Sun,15-Dec,boxscore,Seattle Seahawks,@,New York Giants,23,0,327,1,181,5
15,Sun,15-Dec,boxscore,Chicago Bears,@,Cleveland Browns,38,31,440,3,366,2
15,Sun,15-Dec,boxscore,San Francisco 49ers,@,Tampa Bay Buccaneers,33,14,376,0,183,2
15,Sun,15-Dec,boxscore,Carolina Panthers,,New York Jets,30,20,392,0,297,1
15,Sun,15-Dec,boxscore,Buffalo Bills,@,Jacksonville Jaguars,27,20,366,2,354,4
15,Sun,15-Dec,boxscore,Atlanta Falcons,,Washington Redskins,27,26,243,2,476,7
15,Sun,15-Dec,boxscore,Miami Dolphins,,New England Patriots,24,20,378,1,453,1
15,Sun,15-Dec,boxscore,Kansas City Chiefs,@,Oakland Raiders,56,31,384,1,461,7
15,Sun,15-Dec,boxscore,Indianapolis Colts,,Houston Texans,25,3,331,1,239,2
15,Sun,15-Dec,boxscore,Green Bay Packers,@,Dallas Cowboys,37,36,433,1,466,2
15,Sun,15-Dec,boxscore,Arizona Cardinals,@,Tennessee Titans,37,34,360,0,460,3
15,Sun,15-Dec,boxscore,Pittsburgh Steelers,,Cincinnati Bengals,30,20,290,1,279,1
15,Sun,15-Dec,boxscore,Minnesota Vikings,,Philadelphia Eagles,48,30,455,1,475,1
15,Mon,16-Dec,boxscore,Baltimore Ravens,@,Detroit Lions,18,16,305,0,349,3
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
16,Sun,22-Dec,boxscore,Tennessee Titans,@,Jacksonville Jaguars,20,16,346,1,289,1
16,Sun,22-Dec,boxscore,Pittsburgh Steelers,@,Green Bay Packers,38,31,343,2,370,2
16,Sun,22-Dec,boxscore,Indianapolis Colts,@,Kansas City Chiefs,23,7,367,0,287,3
16,Sun,22-Dec,boxscore,New York Jets,,Cleveland Browns,24,13,422,0,283,2
16,Sun,22-Dec,boxscore,Denver Broncos,@,Houston Texans,37,13,511,0,240,2
16,Sun,22-Dec,boxscore,Dallas Cowboys,@,Washington Redskins,24,23,309,2,297,1
16,Sun,22-Dec,boxscore,Carolina Panthers,,New Orleans Saints,17,13,222,1,365,2
16,Sun,22-Dec,boxscore,Buffalo Bills,,Miami Dolphins,19,0,390,1,103,2
16,Sun,22-Dec,boxscore,New York Giants,@,Detroit Lions,23,20,279,2,355,3
16,Sun,22-Dec,boxscore,Arizona Cardinals,@,Seattle Seahawks,17,10,307,4,192,2
16,Sun,22-Dec,boxscore,St. Louis Rams,,Tampa Bay Buccaneers,23,13,277,2,170,2
16,Sun,22-Dec,boxscore,New England Patriots,@,Baltimore Ravens,41,7,300,0,358,4
16,Sun,22-Dec,boxscore,Cincinnati Bengals,,Minnesota Vikings,42,14,426,1,209,4
16,Sun,22-Dec,boxscore,Philadelphia Eagles,,Chicago Bears,54,11,514,1,257,2
16,Sun,22-Dec,boxscore,San Diego Chargers,,Oakland Raiders,26,13,344,3,265,2
16,Mon,23-Dec,boxscore,San Francisco 49ers,,Atlanta Falcons,34,24,379,0,402,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
17,Sun,29-Dec,boxscore,New York Jets,@,Miami Dolphins,20,7,374,0,296,3
17,Sun,29-Dec,boxscore,Indianapolis Colts,,Jacksonville Jaguars,30,10,379,0,350,2
17,Sun,29-Dec,boxscore,Carolina Panthers,@,Atlanta Falcons,21,20,283,2,307,1
17,Sun,29-Dec,boxscore,San Francisco 49ers,@,Arizona Cardinals,23,20,375,0,482,2
17,Sun,29-Dec,boxscore,Seattle Seahawks,,St. Louis Rams,27,9,269,0,158,2
17,Sun,29-Dec,boxscore,Tennessee Titans,,Houston Texans,16,10,311,1,288,4
17,Sun,29-Dec,boxscore,Denver Broncos,@,Oakland Raiders,34,14,458,0,255,1
17,Sun,29-Dec,boxscore,Minnesota Vikings,,Detroit Lions,14,13,345,2,245,0
17,Sun,29-Dec,boxscore,Cincinnati Bengals,,Baltimore Ravens,34,17,392,4,222,3
17,Sun,29-Dec,boxscore,New York Giants,,Washington Redskins,20,6,278,3,251,4
17,Sun,29-Dec,boxscore,San Diego Chargers,,Kansas City Chiefs,27,24,405,1,332,0
17,Sun,29-Dec,boxscore,Green Bay Packers,@,Chicago Bears,33,28,473,2,345,2
17,Sun,29-Dec,boxscore,Philadelphia Eagles,@,Dallas Cowboys,24,22,366,1,414,3
17,Sun,29-Dec,boxscore,New Orleans Saints,,Tampa Bay Buccaneers,42,17,468,0,290,1
17,Sun,29-Dec,boxscore,Pittsburgh Steelers,,Cleveland Browns,20,7,292,2,293,2
17,Sun,29-Dec,boxscore,New England Patriots,,Buffalo Bills,34,20,382,1,393,0
,,Playoffs,,,,,,,,,,
WildCard,Sat,4-Jan,boxscore,Indianapolis Colts,,Kansas City Chiefs,45,44,536,4,513,1
WildCard,Sat,4-Jan,boxscore,New Orleans Saints,@,Philadelphia Eagles,26,24,434,2,256,0
WildCard,Sun,5-Jan,boxscore,San Diego Chargers,@,Cincinnati Bengals,27,10,318,0,439,4
WildCard,Sun,5-Jan,boxscore,San Francisco 49ers,@,Green Bay Packers,23,20,381,1,281,0
